,filepath,title,quarterlength,measures,parts,offsets
370,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv60.5.mxl,,80.0,20,4,0.0
371,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv62.6.mxl,,32.0,10,4,0.0
372,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv64.2.mxl,,41.0,12,4,0.0
373,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv64.4.mxl,,64.0,19,4,0.0
374,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv64.8.mxl,,52.0,13,4,0.0
375,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv65.2.mxl,,48.0,17,4,0.0
376,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv65.7.mxl,,56.0,16,4,0.0
377,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv66.6.mxl,,36.0,10,4,0.0
378,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv67.4.xml,,54.0,19,4,0.0
379,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv67.7.mxl,,36.0,11,4,0.0
380,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv69.6-a.mxl,,40.0,13,4,0.0
381,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv69.6.xml,,92.0,24,8,0.0
382,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv7.7.mxl,,72.0,19,4,0.0
383,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv70.11.mxl,,52.0,13,7,0.0
384,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv70.7.mxl,,102.0,34,4,0.0
385,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv72.6.mxl,,76.0,20,4,0.0
386,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv73.5.mxl,,48.0,15,4,0.0
387,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv74.8.mxl,,52.0,16,4,0.0
388,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv77.6.mxl,,48.0,15,4,0.0
389,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv78.7.mxl,,64.0,16,4,0.0
390,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv79.3.mxl,,248.0,62,8,0.0
391,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv79.6.mxl,,48.0,17,7,0.0
392,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv8.6.mxl,,64.0,16,5,0.0
393,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv80.8.mxl,,48.0,15,4,0.0
394,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv81.7.mxl,,52.0,13,4,0.0
395,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv83.5.mxl,,48.0,14,4,0.0
396,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv84.5.mxl,,36.0,11,4,0.0
397,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv846.mxl,,136.0,34,2,0.0
398,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv85.6.mxl,,56.0,15,4,0.0
399,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv86.6.mxl,,40.0,13,4,0.0
400,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv87.7.mxl,,52.0,13,4,0.0
401,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv88.7.mxl,,36.0,11,4,0.0
402,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv89.6.mxl,,48.0,15,4,0.0
403,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv9.7.mxl,,40.0,12,4,0.0
404,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv90.5.mxl,,48.0,15,4,0.0
405,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv91.6.mxl,,40.0,11,7,0.0
406,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv92.9.mxl,,76.0,20,4,0.0
407,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv93.7.mxl,,60.0,16,4,0.0
408,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv94.8.mxl,,64.0,19,4,0.0
409,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv95.7.mxl,,60.0,16,5,0.0
410,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv96.6.mxl,,40.0,12,4,0.0
411,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv97.9.mxl,,48.0,13,7,0.0
412,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\bwv99.6.mxl,,56.0,15,4,0.0
413,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider001.rntxt,Aus meines Herzens Grunde,64.0,22,1,0.0
414,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider002.rntxt,"Ich dank dir, lieber Herre",53.0,14,1,0.0
415,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider003.rntxt,"Ach Gott, vom Himmel sieh' darein",41.0,11,1,0.0
416,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider004.rntxt,Es ist das Heil uns kommen her,41.0,11,1,0.0
417,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider005.rntxt,An Wasserfluessen Babylon,69.0,18,1,0.0
418,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider006.rntxt,"Christus, der ist mein Leben",33.0,9,1,0.0
419,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider007.rntxt,"Nun lob, mein Seel, den Herren",112.0,38,1,0.0
420,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider008.rntxt,"Freuet euch, ihr Christen alle",80.0,20,1,0.0
421,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider009.rntxt,"Ermuntre dich, mein schwacher Geist",49.0,13,1,0.0
422,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider010.rntxt,Aus tiefer Not schrei ich zu dir 1,52.0,13,1,0.0
423,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider011.rntxt,"Jesu, nun sei gepreiset",113.0,33,1,0.0
424,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider012.rntxt,Puer natus in Bethlehem,49.0,17,1,0.0
425,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider013.rntxt,"Allein zu dir, Herr Jesu Christ",65.0,17,1,0.0
426,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider014.rntxt,"O Herre Gott, dein goettlich Wort",57.0,15,1,0.0
427,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider015.rntxt,Christ lag in Todesbanden,49.0,13,1,0.0
428,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider016.rntxt,Es woll uns Gott genaedig sein 2,69.0,18,1,0.0
429,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider017.rntxt,Erschienen ist der herrliche Tag,54.0,18,1,0.0
430,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider018.rntxt,"Menschenkind, merk eben",52.0,13,1,0.0
431,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider019.rntxt,Ich hab mein Sach Gott heimgestellt,37.0,10,1,0.0
432,C:\Users\14694\.pyenv\pyenv-win\versions\3.9.13\Lib\site-packages\music21\corpus\bach\choraleAnalyses\riemenschneider020.rntxt,Ein feste Burg ist unser Gott,49.0,13,1,0.0
